iso2,iso3,country,year,imf_url,press_release_url,status,title,pdf_path,text_path,first_snippet,notes,eba_text_path,eba_snippet,eba_status,summary_path,summary_snippet,summary_status
GQ,GNQ,Equatorial Guinea,2023,https://www.imf.org/en/publications/cr/issues/2025/08/04/republic-of-equatorial-guinea-staff-report-for-the-2025-article-iv-consultation-and-first-569270,,pending,,,,,,,,,data\text\GQ\2023_summary.txt,"This paper presents Republic of Equatorial Guinea’s 2025 Article IV Consultation and First and Second Reviews under the Staff-Monitored Program (SMP). Equatorial Guinea registered a mild economic recovery in 2024, but the economy is projected to grow weakly and a drain on regional reserves is expected to continue in the medium term as hydrocarbon production declines. The banking sector is showing clear signs of improvement. Performance under the program has been strong, with significant reforms implemented and a substantial fiscal adjustment that met the SMP conditionality. However, contrary to longstanding commitments, the authorities decided not to publish asset declarations of public officials. The program extension will provide the authorities with an opportunity to complete an alternative governance reform measure aimed at strengthening transparency in the extractive sector. The economy is projected to grow weakly in the medium term as hydrocarbon production declines. The authorities planned fiscal adjustment will keep public debt below 50 percent of gross domestic product and restore external balance in the medium term. The main downside risks to the outlook stem from lower output or prices in the hydrocarbon sector, along with slower implementation of key reforms.",summary_extracted
PA,PAN,Panama,2024,https://www.imf.org/en/publications/cr/issues/2025/08/25/panama-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-569920,,pending,,,,,,,,,data\text\PA\2024_summary.txt,"Following a strong rebound from the COVID-19 slump, GDP growth slowed from 7.3 percent in 2023 to 2.9 percent in 2024, mainly due to the closure of the Cobre Panamá copper mine. However, spillovers to the rest of the economy appear to have been limited and non-mining GDP growth accelerated. The Panama Canal returned to full capacity in September 2024. Inflation declined sharply from its mid-2022 peak to -0.2 percent year-on-year at end-2024. The 2024 external position is assessed to be broadly in line with fundamentals, and the banking system remains sound, well-capitalized, and liquid.",summary_extracted
BA,BIH,Bosnia and Herzegovina,2025,https://www.imf.org/en/publications/cr/issues/2025/09/03/bosnia-and-herzegovina-2025-article-iv-consultation-press-release-staff-report-staff-570072,,pending,,,,,,,,,data\text\BA\2025_summary.txt,"Heightened political tensions are slowing reforms and progress toward EU accession. Growth has been resilient, but inflation has accelerated recently following a rapid decline in 2024. Fiscal policy in 2025 has turned expansionary, driven by discretionary measures; spending composition has deteriorated. Larger deficits in both entities (FBiH, RS) are expected to be financed mainly through foreign borrowing. The currency board (CBA) coverage ratio continues to rise, and the financial sector remains healthy and profitable amid high household credit growth. Nevertheless, central bank independence is under pressure. Furthermore, large increases in the minimum wage risk undermining competitiveness and encouraging labor market informality.",summary_extracted
HU,HUN,Hungary,2025,https://www.imf.org/en/publications/cr/issues/2025/08/29/hungary-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-570029,,pending,,,,,,,,,data\text\HU\2025_summary.txt,Hungary’s rebound has stalled. A nascent recovery in early 2024 lost momentum in the second half of the year and output contracted in Q1:2025. Inflation re-accelerated in Q4:2024 and remains above the 1 percent tolerance band of the 3 percent target. These developments emerged against an already disappointing postpandemic recovery and long-standing productivity impediments.,summary_extracted
IN,IND,India,2024,https://www.imf.org/en/publications/cr/issues/2025/02/27/india-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-562726,,pending,,,,,,,,,data\text\IN\2024_summary.txt,"The 2024 Article IV Consultation discusses that prudent macroeconomic policies have supported India’s economic resilience, with growth expected to recover from a recent softening and inflation expected to converge to target. Risks to the outlook include deepening geoeconomic fragmentation and a slower pace of domestic demand recovery. Policy priorities include continued rebuilding of fiscal buffers, gradual and data-dependent easing of monetary policy, further strengthening of financial resilience, and advancing comprehensive structural policies to invigorate investment, boost the quantity and quality of employment, and raise potential growth. Monetary policy has been broadly appropriate. Systemic financial risks are broadly contained but further reform and vigilant supervision are needed to address remaining pockets of vulnerability. Broad structural reforms are needed to support private investment, job creation, and medium-term growth. Near-term priorities include labor market reform, further reductions in trade restrictions, continuing the public investment push, and providing strong policy frameworks for a stable economic environment.",summary_extracted
PK,PAK,Pakistan,2024,https://www.imf.org/en/publications/cr/issues/2024/10/10/pakistan-2024-article-iv-consultation-and-request-for-an-extended-arrangement-under-the-556152,,pending,,,,,,,,,data\text\PK\2024_summary.txt,"The 2024 Article IV Consultation discusses that Pakistan has taken key steps to restoring economic stability with consistent policy implementation under the 2023–2024 Stand-by Arrangement (SBA). The discussions focused on Pakistan’s medium-term prospects, which helped inform policies and define program objectives. The new government formed after the February elections has continued efforts to strengthen economic conditions and is embarking on a multi-year home-grown reform program to achieve resilient and inclusive economic growth. The program aims to reinforce the authorities’ efforts to bolster policy credibility and entrench stability and accelerate structural reforms to strengthen public finances, improve the provision of critical public services, and create a favorable environment for private-led growth.",summary_extracted
BR,BRA,Brazil,2024,https://www.imf.org/en/publications/cr/issues/2024/07/11/brazil-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-551705,,pending,,,,,,,,,data\text\BR\2024_summary.txt,"The 2024 Article IV Consultation highlights that Brazil’s economy has shown remarkable resilience amid the ongoing disinflation. Economic activity has grown steadily, surpassing expectations, reflecting favorable demand and supply factors. With proactive and adequately restrictive monetary policy, headline inflation has declined to the target tolerance interval. Gross domestic product growth is expected to moderate in 2024, reflecting still restrictive monetary policy, a lower fiscal deficit, the flood calamity in Rio Grande do Sul, and normalization of agricultural output. Growth is projected to strengthen to 2.5 percent over the medium term, an upward revision of 0.5 percentage point since the 2023 Article IV Consultation, supported by efficiency gains from the value-added tax reform and growing hydrocarbon output. Investment in green growth opportunities could further boost economic potential. The authorities have advanced their ambitious agenda to foster sustainable, inclusive, and green economic growth. Continuing implementation of reforms that promote trade integration, enhance governance, and simplify business regulation would yield productivity gains.",summary_extracted
CN,CHN,China,2024,https://www.imf.org/en/publications/cr/issues/2024/08/01/peoples-republic-of-china-2024-article-iv-consultation-press-release-staff-report-and-552803,,pending,,,,,,,,,data\text\CN\2024_summary.txt,"The 2024 Article IV Consultation explains that China’s economy has remained resilient despite the continued weakness in the property sector, with gross domestic product (GDP) growing by 5.2 percent in 2023, and 5 percent y/y in the first half of 2024. The authorities have taken incremental policy steps to achieve these objectives, but a comprehensive and balanced policy approach is needed to manage the challenges facing the economy. GDP growth is expected to remain resilient at 5 percent in 2024 despite the continued property sector adjustment, supported by strong public investment and the ongoing recovery in private consumption. Inflation has been low in recent quarters amid considerable economic slack and is expected to pick up gradually as the output gap closes and the impact of lower commodity prices wanes. Growth is expected to slow in the medium term amid declining productivity growth and aging. The immediate priorities are to facilitate a more efficient and less costly property sector adjustment and to provide adequate macroeconomic policy support amid continued slack and elevated downside risks. Tackling the debt overhang, preventing the build-up of new risks, and fostering high-quality and sustainable growth requires comprehensive structural reforms.",summary_extracted
GB,GBR,United Kingdom,2024,https://www.imf.org/en/publications/cr/issues/2024/07/03/united-kingdom-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-551376,,pending,,,,,,,,,data\text\GB\2024_summary.txt,"The 2024 Article IV Consultation discusses that the UK economy is approaching a soft landing, following a mild technical recession in 2023. A modest recovery is projected, with 0.7 percent growth in 2024, strengthening to 1.5 percent in 2025. Inflation has fallen rapidly from double digit levels last year in the context of easing energy prices and tight policies. Assuming wage and services inflation continue to moderate from their current elevated levels, inflation should return durably to target in the first half of 2025. The overarching policy objective is to maintain price and financial stability, durably lift per capita growth, and address pressing public spending needs while credibly stabilizing debt. Macroprudential settings are appropriate but continued close monitoring of credit conditions and financial stability risks, including stringent stress tests, is merited in future calibrations. IMF supports a redoubling of policy efforts to credibly achieve the UK green transition targets and maintaining a cautious approach toward industrial policy interventions.",summary_extracted
FR,FRA,France,2024,https://www.imf.org/en/publications/cr/issues/2024/07/12/france-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-551772,,pending,,,,,,,,,data\text\FR\2024_summary.txt,"The 2024 Article IV Consultation with France discusses that strong and timely policy response helped cushion the impact of the coronavirus disease 2019 pandemic and the energy crisis resulting from Russia’s war in Ukraine. Despite a recovery slowdown in 2023, the French economy has remained relatively resilient in the face of financial tightening and weaker euro area external demand. Nevertheless, the crisis response and slower-than-expected recovery have weighed on public finances, with a sizable fiscal underperformance in 2023 reducing fiscal space at a time of rising investment needs for the green and digital transformation. While financial conditions started improving in early 2024, market pressures on sovereign spreads and stock markets rose in early June following the European elections amid political uncertainty. Growth is projected to gradually reach 1.3 percent by 2025 from 0.9 percent in 2024. The disinflationary process is on track, with headline inflation expected to reach 2.3 percent in 2024 and return to target in the first half of 2025. The outlook remains subject to high uncertainty. Heightened political fragmentation and policy uncertainty domestically could delay fiscal consolidation and reform efforts, weighing on confidence and public finances. The French authorities should continue to advance structural reforms to support jobs and raise productivity, amid ongoing geopolitical and economic transitions.",summary_extracted
DE,DEU,Germany,2024,https://www.imf.org/en/publications/cr/issues/2024/07/17/germany-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-552080,,pending,,,,,,,,,data\text\DE\2024_summary.txt,"The 2024 Article IV Consultation highlights that the German economy has begun to recover from the energy-price shock. Gradual economic recovery is expected to continue this year. With wage growth now exceeding inflation, private consumption is expected to drive recovery during 2024. High interest rates have boosted bank profitability, but part of this increase is likely temporary. High interest rates have exposed vulnerabilities in banks’ financing of commercial real estate activity. Risks to growth are broadly balanced, with both positive and negative surprises to consumer and investor sentiment possible. Inflation is expected to slowly fall to around 2 percent as lower wholesale energy prices continue to pass through supply chains and to end-users. Fiscal policy is tight, putting the debt-to-gross domestic product ratio on a downward path, although public investment is also relatively low. In order to stabilize labor supply, the authorities should make it easier for women to work full time. This means expanding access to reliable child- and eldercare services and exploring ways to reduce the effective marginal tax rate on second earners in married couples.",summary_extracted
IT,ITA,Italy,2024,https://www.imf.org/en/publications/cr/issues/2024/07/11/italy-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-551833,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
PT,PRT,Portugal,2024,https://www.imf.org/en/publications/cr/issues/2024/06/28/portugal-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-551270,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
SE,SWE,Sweden,2024,https://www.imf.org/en/publications/cr/issues/2024/03/08/sweden-2024-article-iv-consultation-press-release-and-staff-report-546063,,pending,,,,,,,,,data\text\SE\2024_summary.txt,"The 2023 Article IV Consultation discusses that the Swedish economy has slowed appreciably. Gross domestic product is estimated to have declined by 0.3 percent in 2023, driven by declining private consumption and residential investment, amid a significant tightening of financial conditions and eroding real incomes. Activity is expected to remain subdued during 2024 and pick up gradually thereafter. The labor market is showing signs of cooling, and employment growth has moderated. Wage growth has been modest. Private credit is declining, and real estate and equity prices have fallen from their 2022 peaks. Corporate bankruptcies have picked up sharply. In particular, the commercial real estate sector is severely hit, with highly leveraged and lowered-rated firms seeing their debt-carrying capacity indicators deteriorate significantly. The banking system remains resilient with strong profitability and sizeable capital and liquidity buffers. Structural reforms will be instrumental to strengthen medium-term growth and support social inclusion and the green transition. Efforts focused on upskilling and education opportunities and strengthening working incentives are welcome.",summary_extracted
FI,FIN,Finland,2024,https://www.imf.org/en/publications/cr/issues/2024/03/08/finland-2024-article-iv-consultation-press-release-and-staff-report-546074,,pending,,,,,,,,,data\text\FI\2024_summary.txt,"The 2024 Article IV Consultation highlights that Finland’s economy recovered swiftly from the pandemic, but growth slowed after Russia’s war in Ukraine. Weak household income growth, falling house prices, higher interest rates, and low growth in Europe has caused activity to stall in Finland, with a contraction of 0.5 percent estimated in 2023. However, inflation has fallen to levels that are more normal and financial conditions appear to be easing. Structurally, adverse demographics and weak productivity have resulted in low trend growth, weighing on public finances. Enhancing employment and productivity are essential for economic growth. The mission supports the government's efforts to boost employment through social benefit reforms, greater flexibility in the labor market, and lowering the labor tax wedge. The financial system remains resilient, but rising systemic risks warrant vigilant monitoring. Banks have sufficient capital to withstand adverse macroeconomic shocks, including geo-economics fragmentation and weakening of profits and capital ratios. Additionally, debt-to-income and debt-service-to-income limits should be added to the macroprudential policy toolkit in order to prevent excessive household indebtedness and improve borrower’s repayment capacity. These measures could be activated when concerns regarding adverse effects on demand and house prices subside.",summary_extracted
PL,POL,Poland,2024,https://www.imf.org/en/publications/cr/issues/2025/01/17/republic-of-poland-2024-article-iv-consultation-press-release-staff-report-and-statement-by-560997,,pending,,,,,,,,,data\text\PL\2024_summary.txt,"The 2024 Article IV Consultation discusses that the Polish economy is recovering, driven by a rebound in domestic demand. Private consumption growth is being driven by rising nominal and real wages, and lower inflation; still, inflation remains well above target against a tight labor market. The outlook is positive, supported by the absorption of Next Generation EU (NGEU) funds, with growth expected to accelerate further in 2025–2026. Absent surprises, inflation should peak before mid-2025, and then moderate to slightly above the upper end of the central bank’s target range by end-2025. Medium-term growth is expected to moderate as the impact of NGEU funds absorption unwinds. Nevertheless, there is substantial uncertainty with risks tilted to the downside for growth and upside for inflation. The overarching objective is to balance the mix of monetary and fiscal policy and preserve debt sustainability, while strengthening the economy to face longer term challenges. Growth engines that delivered past success in convergence to EU income levels are threatened by diminishing cost-competitiveness, population aging, limited capital deepening, and the climate transition, on top of a subdued growth outlook in the main trading partners.",summary_extracted
CZ,CZE,Czech Republic,2023,https://www.imf.org/en/publications/cr/issues/2024/01/25/czech-republic-2023-article-iv-consultation-press-release-staff-report-and-statement-by-the-544127,,pending,,,,,,,,,data\text\CZ\2023_summary.txt,"The 2023 Article IV Consultation with Czech Republic discusses that economic activity slowed down notably in 2023 but a rebound is expected in 2024, driven by a recovery in domestic demand. Growth is expected to pick up in 2024, led by consumption and fixed investment—as inflation fades and real income recovers—supported by net exports. Nevertheless, over the medium term, gross domestic product is not expected to reach the levels consistent with its pre-pandemic trend. Inflation peaked in 2022 and is projected to meet its target by early 2025. Risks are tilted to the downside for activity and to the upside for inflation. The priorities are reducing inflation to target, restoring fiscal space, and maintaining macro-financial stability, while remaining nimble in the face of high uncertainty. Boosting potential growth is essential as structural shifts weigh on the medium-term outlook. With the economy being impacted by structural changes, including population aging and a global shift away from fossil-fuel based power, aiding labor and capital reallocation, boosting digitalization and productivity, and accelerating the green transformation are key goals.",summary_extracted
SK,SVK,Slovak Republic,2023,https://www.imf.org/en/publications/cr/issues/2024/03/12/slovak-republic-2023-article-iv-consultation-press-release-and-staff-report-546198,,pending,,,,,,,,,data\text\SK\2023_summary.txt,"The 2023 Article IV Consultation with the Slovak Republic discusses that the economy slowed in 2023, as the drawdown of pandemic-era savings ran its course and negative real wage growth weighed on consumption. The Slovak economy continued to grow in 2023, with a large fiscal expansion and the easing of pandemic-era supply chain disruptions offsetting headwinds from soaring food and energy prices. Inflation has declined from comparatively elevated levels in 2022 and early 2023 but remains among the highest in the euro area. Adverse demographic trends pose medium-term challenges for growth and fiscal sustainability. Fiscal consolidation is needed to reverse the structural deterioration in public finances and the upward trend in debt ratio, and build space for future spending pressures. Fiscal consolidation beyond what is envisaged in the budget is needed in 2024 to start the process of rebuilding buffers and contain gross financing needs. Structural reforms are needed to raise inclusive and climate friendly growth, tackle demographic challenges, address regional income inequalities, and accelerate the green transformation.",summary_extracted
SI,SVN,Slovenia,2024,https://www.imf.org/en/publications/cr/issues/2024/05/13/republic-of-slovenia-2024-article-iv-consultation-press-release-staff-report-and-statement-548953,,pending,,,,,,,,,data\text\SI\2024_summary.txt,"The 2024 Article IV Consultation highlights that Slovenia’s economy recovered well from the pandemic, only to be hit by spillovers from the war in Ukraine, followed by severe flooding in 2023. After a strong recovery in 2021, growth slowed in 2022 because of adverse energy price spillovers from the war in Ukraine and supply chain disruptions. Growth is expected to accelerate, driven by a recovery in domestic demand. Inflation is projected to continue to decline. The outlook remains subject to high uncertainty, with risks stemming from an intensification of regional conflicts, renewed commodity price volatility, and lower trading partners’ demand on the external side and labor shortages and broader capacity constraints on the domestic side. Severe weather events also remain a risk. Given underlying increase in core public spending in recent years, age-related spending pressures, and relatively high public debt, sustained fiscal consolidation and fiscal reforms, including in taxation, the pension, public wage and health systems, are needed to underpin long-term public debt sustainability. Deeper structural reforms would help boost growth and foster income convergence. Longer-term limits on employment growth call for reforms enhancing productivity growth, including improving regulatory quality, building human capital, and deepening the financial sector.",summary_extracted
HR,HRV,Croatia,2024,https://www.imf.org/en/publications/cr/issues/2024/04/04/republic-of-croatia-2024-article-iv-consultation-press-release-and-staff-report-547115,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
RS,SRB,Serbia,2025,https://www.imf.org/en/publications/cr/issues/2025/06/11/republic-of-serbia-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-567628,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
BG,BGR,Bulgaria,2024,https://www.imf.org/en/publications/cr/issues/2024/06/14/republic-of-bulgaria-2024-article-iv-consultation-press-release-staff-report-and-statement-by-550508,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
CO,COL,Colombia,2024,https://www.imf.org/en/publications/cr/issues/2024/08/28/colombia-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-553853,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
EC,ECU,Ecuador,2024,https://www.imf.org/en/publications/cr/issues/2024/12/19/ecuador-2024-article-iv-consultation-and-first-review-under-the-extended-arrangement-under-559780,,pending,,,,,,,,,data\text\EC\2024_summary.txt,"This paper discusses IMF’s 2024 Article IV Consultation and First Review under the Extended Arrangement under the Extended Fund Facility and Financing Assurances Review for Ecuador. The Article IV consultation discussions considered strategies to strengthen fiscal sustainability while safeguarding priority social and investment spending. Ecuador has made significant progress in the implementation of its economic reform program, meeting all end-August 2024 quantitative performance criteria and indicative targets for the first review and advancing important structural reforms. The authorities continue to work on enhancing the social safety net by broadening the coverage of the social registry and gradually expanding cash transfer programs. This will help increase government support to the most vulnerable and mitigate the impact of fiscal consolidation on those groups. The authorities’ strong and decisive policy efforts helped safeguard macroeconomic stability, strengthen the fiscal and external positions, and protect vulnerable groups amid a challenging environment.",summary_extracted
KE,KEN,Kenya,2023,https://www.imf.org/en/publications/cr/issues/2024/01/17/kenya-2023-article-iv-consultation-sixth-reviews-under-the-extended-fund-facility-and-extended-543889,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
ET,ETH,Ethiopia,2025,https://www.imf.org/en/publications/cr/issues/2025/07/15/the-federal-democratic-republic-of-ethiopia-2025-article-iv-consultation-third-review-under-568611,,pending,,,,,,,,,data\text\ET\2025_summary.txt,"In July 2024, the Board approved a four-year arrangement under the Extended Credit Facility to support the authorities’ Homegrown Economic Reform agenda (HGER), which aims to correct macroeconomic imbalances, restore external debt sustainability, and lay the foundations for high, private sector-led growth. The authorities’ policy actions in the first year of the program have yielded strong results. The transition towards a flexible exchange rate regime has proceeded with little disruption. Measures to modernize monetary policy, mobilize domestic revenues, enhance social safety nets, strengthen SOEs, and anchor financial stability continue to show encouraging results. Maintaining reform momentum will be important to consolidate gains and support growth and poverty reduction in the medium term.",summary_extracted
GH,GHA,Ghana,2023,https://www.imf.org/en/publications/cr/issues/2024/01/25/ghana-2023-article-iv-consultation-first-review-under-the-extended-credit-facility-544137,,pending,,,,,,,,,data\text\GH\2023_summary.txt,"This paper presents Ghana’s 2023 Article IV Consultation, First Review under the Extended Credit Facility Arrangement under the Extended Credit Facility, Request for Modification of Performance Criteria, and Financing Assurances Review. Ghana’s performance under the program has been strong. All quantitative performance criteria for the first review and almost all indicative targets and structural benchmarks were met. The authorities’ reforms are bearing fruit, and signs of economic stabilization are emerging. Growth in 2023 has proven resilient, inflation has declined, and the fiscal and external positions have improved. Progress is also being made on debt restructuring, with the domestic debt exchange completed over the summer and an agreement recently reached on the restructuring of official bilateral debt. Sound policies and reforms should foster a recovery and further reduce inflation over the medium term. Downside risks include slippages in program execution, delays in restructuring debt, and deterioration in the external environment.",summary_extracted
CI,CIV,Côte d'Ivoire,2024,https://www.imf.org/en/publications/cr/issues/2025/04/08/cote-d-ivoire-2024-article-iv-consultation-and-second-review-under-the-arrangement-under-the-565981,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
EG,EGY,Egypt,2025,https://www.imf.org/en/publications/cr/issues/2025/07/15/arab-republic-of-egypt-2025-article-iv-consultation-fourth-review-under-the-extended-568598,,pending,,,,,,,,,data\text\EG\2025_summary.txt,"Persistent and successive external shocks have complicated policy execution. The ongoing war in Sudan, which erupted in April 2023, precipitated a significant refugee inflow into Egypt, with some 603,000 Sudanese refugees registered with UNHCR as of December 31, 2024. Trade disruptions in the Red Sea since December 2023 have reduced foreign exchange inflows from the Suez Canal by US$6 billion in 2024, while transit trade volumes remain at about a third of pre-conflict levels, with further negative spillovers to growth and fiscal revenues.",summary_extracted
JO,JOR,Jordan,2022,https://www.imf.org/en/publications/cr/issues/2022/07/13/jordan-2022-article-iv-consultation-and-fourth-review-under-the-extended-arrangement-under-520668,,pending,,,,,,,,,data\text\JO\2022_summary.txt,"This paper discusses Jordan’s 2022 Article IV Consultation and Fourth Review under the Extended Arrangement under the Extended Fund Facility (EFF), Request for Augmentation and Rephasing of Access, and Modification of Performance Criteria. Jordan's EFF program remains firmly on track. The authorities have maintained macroeconomic stability and market access, while protecting the most vulnerable, and implementing key structural reforms, especially in the area of public finances. The IMF remains committed to supporting Jordan, including by augmenting access under the EFF to help address higher financing needs from higher international commodity prices and tightened global financial conditions. Donor support is critical to enable Jordan to cope with these global economic headwinds, while hosting 1.3 million Syrian refugees.",summary_extracted
ZA,ZAF,South Africa,2024,https://www.imf.org/en/publications/cr/issues/2025/01/30/south-africa-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-561414,,pending,,,,,,,,,data\text\ZA\2024_summary.txt,"The 2024 Article IV Consultation discusses that South Africa’s economy has continued to face challenges in recent years. Government’s fresh mandate represents an opportunity to pursue ambitious reforms to safeguard macroeconomic stability and address these challenges, placing the economy on a path toward higher, more inclusive, and greener growth. Real output growth, estimated at 0.8 percent in 2024, is expected to accelerate to 1.5 percent in 2025 on the back of improved electricity generation, monetary policy easing, and a return of investor and consumer confidence post elections. Growth is projected to reach 1.8 percent by the end of the decade, supported by ongoing electricity and logistics reforms, while inflation stabilizes around the midpoint of the central bank’s target range. Ongoing electricity and logistics reforms aiming at alleviating critical supply constraints are welcome and should be ambitiously implemented. Meeting South Africa’s climate goals requires further efforts to increase effective carbon taxation and accelerate the rollout of renewable energy. Adequate communication, targeted support to vulnerable groups to mitigate near-term costs, and strengthened institutions, are key to increase the social acceptability of reforms.",summary_extracted
TN,TUN,Tunisia,2020,https://www.imf.org/en/publications/cr/issues/2021/02/26/tunisia-2020-article-iv-consultation-press-release-staff-report-and-statement-by-the-50128,,pending,,,,,,,,,data\text\TN\2020_summary.txt,"The pandemic aggravated Tunisia’s long-standing vulnerabilities stemming from persistent fiscal and external imbalances, rising debt, and contingent liabilities from inefficient state-owned enterprises. The crisis is expected to induce the largest contraction in real GDP since independence. The authorities’ targeted response together with higher outlays on wages widened the fiscal deficit. A second Covid-19 wave is underway. The authorities are securing 500,000 doses to start a first campaign of vaccinations in February and are aiming to secure more doses to vaccinate half of the population starting in April–May. Staff expects GDP growth to rebound modestly in 2021, but it could take years before activity returns to pre-crisis levels, especially if large imbalances were not addressed and key reforms delayed. Downside risks dominate and recent protests highlight the level of social tensions, aggravated by Covid-19 restrictions, and particularly among the youth.",summary_extracted
MV,MDV,Maldives,2022,https://www.imf.org/en/publications/cr/issues/2023/11/09/maldives-2022-article-iv-consultation-press-release-staff-report-and-statement-by-the-541373,,pending,,,,,,,,,data\text\MV\2022_summary.txt,"The 2022 Article IV Consultation discusses that Maldives’ economic activity rebounded strongly from the pandemic-induced contraction, supported by the authorities’ decisive policy measures. Fiscal and external vulnerabilities remain elevated due to rising subsidies, high capital spending, and an increased interest burden. The Maldives has a high risk of external debt distress and a high overall risk of debt distress. Inflation has risen but is relatively contained due to price subsidies. Risks to the outlook are tilted to the downside, including a possible sharp slowdown in key source markets for tourism, high commodity prices, and tighter global financial conditions. A resumption of tourist arrivals from China is an upside risk to growth. The ongoing economic recovery provides an opportunity to swiftly implement a comprehensive set of reforms to reduce fiscal, debt, and external vulnerabilities, and strengthen economic resilience. The report recommends that financial sector policies should remain vigilant to safeguard financial stability considering the large exposure of the banking sector to the sovereign and the expiration of pandemic-related lending support schemes.",summary_extracted
AR,ARG,Argentina,2022,https://www.imf.org/en/Publications/CR/Issues/2022/03/25/Argentina-Staff-Report-for-2022-Article-IV-Consultation-and-request-for-an-Extended-515742,,pending,,,,,,,,,data\text\AR\2022_summary.txt,"Against the background of a decade of declining per-capita income and high inflation, the Article IV consultation focused on policies to begin to tackle Argentina’s underlying impediments to sustained growth and low and stable inflation. Avoiding boom-bust dynamics suggests the need for greater emphasis on policies to promote net exports and mobilize domestic saving to finance much-needed investment. Reversing the high degree of financial dollarization, however, will take time and will require a durable commitment to tackle fiscal dominance and strengthen debt sustainability. Meanwhile, addressing budget rigidities is essential to improve Argentina’s resilience to shocks, while reorienting public spending towards investment and innovation is critical to support productivity and reduce intergenerational inequities. Sustained political and social consensus is necessary for policy predictability and to balance demands from financing Argentina’s large social welfare system while also encouraging private investment and formal employment.",summary_extracted
ID,IDN,Indonesia,2024,https://www.imf.org/en/publications/cr/issues/2024/08/07/indonesia-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-553165,,pending,,,,,,,,,data\text\ID\2024_summary.txt,"The 2024 Article IV Consultation highlights that Indonesia’s growth remains strong despite external headwinds. Inflation is firmly in the target range and the financial sector is resilient. The authorities have been pursuing an ambitious growth agenda to reach high-income status by 2045. This comprises public spending, institutional reforms, and Industrial Policy. Risks are broadly balanced. Key downside risks include persistent commodity price volatility from geopolitical shocks), an abrupt slowdown in Indonesia’s key trading partners, or adverse spillovers from tighter-for-longer global financial conditions. A slightly narrower deficit would support both growth and a more balanced policy mix. The policy rate is above neutral; with financial risks contained, accommodative macroprudential policy has supported credit growth while liquidity remains comfortable. Monetary policy should remain data-driven, based on the evolution of domestic conditions, and the exchange rate serving as a shock absorber. Bridging structural gaps will be needed to achieve higher and inclusive potential growth and reach high income status, as envisaged in the country’s national development strategy—the Golden Vision 2045.",summary_extracted
KR,KOR,Republic of Korea,2024,https://www.imf.org/en/publications/cr/issues/2025/02/07/republic-of-korea-2024-article-iv-consultation-press-release-staff-report-and-statement-by-561780,,pending,,,,,,,,,data\text\KR\2024_summary.txt,"The 2024 Article IV Consultation analyzes that strong economic fundamentals and sound macroeconomic policies have helped the Korean economy navigate through multiple shocks in recent years. Economic growth has recovered from a sharp slowdown in 2023, inflation has reached the target, and financial stability risks have decreased. The authorities’ swift policy responses to contain inflation and financial stability risks, have contributed to stabilize the economy and reduce vulnerabilities. The Korean economy is expected to be in broad balance in 2025, with growth reaching potential and inflation near target. Real gross domestic product growth is estimated to have reached 2.2 percent in 2024, supported by strong exports despite relatively weak domestic demand. In the face of heightened uncertainty, rebuilding buffers while preserving macroeconomic stability remains immediate policy priorities. Medium-term policies should focus on boosting growth potential amidst rapid population aging, and adapting to shifting trade patterns, transformative technological change, and climate vulnerabilities.",summary_extracted
